Name,Team,Games_Played,Minutes,Offensive Rating,Defensive Rating,AST%,Assist/Turnover,Assist Ratio,OREB%,DREB%,REB%,Turnover Ratio,EFG%,TS%,USG%,Total Minutes
COURTNEY PARIS,TUL,34,27.8,103.7,103.5,6.6,1.03,10.6,13.7,24.7,18.8,10.3,57.4,57.3,14.2,945.2
CRYSTAL LANGHORNE,SEA,34,28.9,92.9,100.6,7.4,0.50,7.3,6.6,22.6,14.6,14.7,57.5,59.8,21.1,982.5999999999999
DANIELLE ADAMS,SAN,34,20.6,101.0,96.6,8.8,0.74,7.3,5.9,15.0,10.3,9.8,46.5,50.7,25.8,700.4000000000001
DEWANNA BONNER,PHO,34,29.4,106.4,91.9,12.2,1.68,17.6,4.1,9.7,7.2,10.5,50.2,55.0,17.3,999.5999999999999
EMMA MEESSEMAN,WAS,34,27.4,96.1,95.1,17.7,1.41,19.0,8.9,14.8,11.9,13.5,52.0,56.0,18.0,931.5999999999999
IVORY LATTA,WAS,34,31.7,96.6,95.7,19.1,1.70,19.7,1.6,5.8,3.8,11.6,51.0,55.4,19.4,1077.8
JAMIERRA FAULKNER,CHI,34,20.4,91.7,96.2,32.2,1.48,24.1,1.6,7.2,4.5,16.3,38.7,44.9,24.3,693.5999999999999
JANEL MCCARVILLE,MIN,34,27.0,103.7,95.3,17.2,1.81,24.5,4.4,13.3,9.1,13.6,47.4,51.4,15.8,918.0
JANTEL LAVENDER,LAS,34,28.3,95.2,95.6,9.2,0.77,10.7,7.5,16.0,11.8,13.8,52.9,56.0,20.0,962.2
JASMINE THOMAS,ATL,34,17.5,91.2,93.5,15.3,1.45,18.2,2.8,9.1,5.8,12.6,35.4,39.5,17.3,595.0
JAYNE APPEL MARINELLI,SAN,34,24.8,96.9,103.3,14.2,1.55,27.0,8.3,28.2,17.8,17.4,54.2,56.1,11.0,843.2
JENNIFER LACY,TUL,34,10.5,95.3,108.4,5.2,0.39,6.7,4.8,9.3,7.0,17.1,45.5,47.7,18.1,357.0
JORDAN HOOPER,TUL,34,19.1,101.7,101.6,4.8,0.68,7.6,3.3,9.3,6.1,11.2,47.4,48.9,14.9,649.4000000000001
KARIMA CHRISTMAS-KELLY,IND,34,21.6,95.8,98.4,7.1,1.16,9.7,6.3,11.3,8.6,8.3,41.0,48.7,16.5,734.4000000000001
KAYLA MCBRIDE,SAN,34,26.0,101.1,104.3,11.9,1.38,11.1,2.6,7.4,4.9,8.1,48.2,52.7,23.9,884.0
KELSEY BONE,CON,34,23.3,95.3,100.1,10.3,0.69,10.4,6.7,16.5,11.3,15.2,45.1,47.7,21.5,792.2
LINDSAY WHALEN,MIN,34,30.6,105.4,97.2,29.0,3.05,27.4,2.2,11.4,7.0,9.0,48.1,54.1,21.7,1040.4
MARISSA COLEMAN,IND,34,24.0,97.8,96.8,8.5,0.93,9.9,3.7,11.1,7.4,10.8,47.0,51.1,18.9,816.0
MAYA MOORE,MIN,34,34.7,106.4,96.2,17.9,1.43,13.1,6.7,16.9,12.1,9.1,53.2,58.6,29.6,1179.8000000000002
MISTIE BASS,PHO,34,14.6,95.9,98.1,6.5,0.75,10.2,8.3,13.5,10.9,13.6,50.9,54.8,14.1,496.4
MONIQUE CURRIE,WAS,34,23.6,100.7,95.3,11.1,1.06,12.2,3.9,15.5,10.0,11.5,42.9,51.9,21.3,802.4000000000001
NATASHA HOWARD,IND,34,16.9,95.6,97.3,7.2,0.40,6.5,9.3,10.3,9.8,16.1,44.3,47.1,23.3,574.5999999999999
ODYSSEY SIMS,TUL,34,34.6,102.5,106.0,22.4,2.03,18.5,2.3,6.4,4.2,9.1,45.4,51.0,23.2,1176.4
RONEEKA HODGES,TUL,34,21.3,102.2,105.7,10.0,2.35,17.9,2.6,6.5,4.4,7.6,42.4,45.5,13.0,724.2
SANCHO LYTTLE,ATL,34,31.3,98.8,94.2,13.0,1.67,14.7,7.6,21.4,14.3,8.8,46.3,48.7,18.9,1064.2
SANDRINE GRUDA,LAS,34,12.0,87.4,94.6,8.4,0.42,9.0,9.9,16.1,12.9,21.2,39.2,43.5,20.5,408.0
SASHA GOODLETT,CHI,34,12.9,95.4,97.2,4.0,0.52,7.5,6.1,11.3,8.7,14.3,44.4,49.6,13.3,438.6
SHAVONTE ZELLOUS,IND,34,27.4,99.5,98.6,14.5,1.29,14.3,2.5,8.7,5.4,11.1,45.0,50.8,20.8,931.5999999999999
SHONI SCHIMMEL,ATL,34,21.3,95.3,94.7,28.4,1.49,25.0,2.3,7.8,5.0,16.7,46.9,48.8,21.3,724.2
SKYLAR DIGGINS,TUL,34,35.2,103.8,105.2,26.2,1.73,18.8,2.0,5.6,3.7,10.9,45.3,52.9,26.5,1196.8000000000002
SOPHIA YOUNG-MALCOLM,SAN,34,24.2,100.0,104.4,10.8,2.00,14.7,7.9,13.9,10.7,7.3,46.9,50.2,16.8,822.8
STEFANIE DOLSON,WAS,34,18.4,93.7,90.7,12.7,0.72,14.3,5.2,17.3,11.6,19.7,49.2,52.8,17.9,625.5999999999999
SUGAR RODGERS,NYL,34,16.6,90.7,93.2,14.1,1.33,14.6,2.5,10.1,6.3,10.9,41.2,45.2,20.4,564.4000000000001
TAMERA YOUNG,CHI,34,27.6,94.7,99.1,7.6,1.56,13.1,4.0,14.2,9.2,8.4,43.8,45.6,13.3,938.4000000000001
TAN WHITE,MIN,34,17.8,99.5,95.5,9.8,1.23,15.9,1.9,8.1,5.1,13.0,46.9,49.1,14.8,605.2
TEMEKA JOHNSON,SEA,34,17.0,92.3,99.0,36.8,2.08,28.9,1.5,12.6,6.9,13.9,40.3,45.3,22.0,578.0
TIANNA HAWKINS,WAS,34,10.6,92.6,93.1,9.0,0.52,9.3,14.9,13.7,14.3,18.1,50.0,53.4,20.3,360.4
TIERRA RUFFIN-PRATT,WAS,34,16.2,88.9,92.8,14.6,1.48,17.4,4.8,12.4,8.8,11.7,39.9,44.4,16.4,550.8
TIFFANY HAYES,ATL,34,28.4,100.2,93.9,14.6,2.15,17.4,3.1,7.3,5.2,8.1,52.9,58.7,18.0,965.5999999999999
TINA CHARLES,NYL,34,32.9,93.9,98.0,13.7,0.95,10.1,8.1,20.9,14.5,10.6,46.2,50.9,26.6,1118.6
ALANA BEARD,LAS,33,27.7,96.8,98.6,14.4,1.42,20.0,2.3,7.9,5.1,14.1,47.9,50.6,16.5,914.1
CAMILLE SMITH,SEA,33,30.8,96.1,100.1,10.4,0.66,10.2,4.5,10.9,7.8,15.3,48.9,55.3,22.5,1016.4
COURTNEY CLEMENTS,CHI,33,11.4,96.7,96.4,9.1,1.69,15.8,4.1,9.9,7.2,9.4,38.4,42.2,13.6,376.2
DANIELLE ROBINSON,SAN,33,33.1,101.7,103.2,28.0,2.20,26.5,2.0,9.7,5.7,12.0,45.7,52.5,20.3,1092.3
DIANA TAURASI,PHO,33,31.0,110.0,90.0,28.8,2.13,25.9,1.2,10.4,6.4,12.2,53.6,60.4,24.2,1023.0
ERIKA DE SOUZA,ATL,33,29.9,99.2,93.2,6.9,0.67,7.9,9.6,19.4,14.4,11.7,54.5,57.4,19.6,986.6999999999999
ERIN PHILLIPS,PHO,33,18.9,104.1,92.6,17.7,1.85,26.6,1.9,6.8,4.6,14.4,55.4,59.0,14.7,623.6999999999999
ERLANA LARKINS,IND,33,31.6,97.9,98.0,15.1,1.14,20.4,9.8,21.9,15.6,18.0,59.9,63.7,14.4,1042.8
GLORY JOHNSON,TUL,33,32.7,103.4,104.6,7.6,0.53,7.6,8.7,21.6,14.7,14.5,44.9,52.1,22.5,1079.1000000000001
KAYLA ALEXANDER,SAN,33,9.0,98.6,100.5,3.2,0.27,5.1,8.9,14.0,11.3,18.8,43.4,51.3,16.3,297.0
KIA VAUGHN,WAS,33,24.1,97.2,95.6,9.5,0.83,9.8,8.0,18.5,13.4,11.8,45.8,47.3,21.0,795.3000000000001
NNEKA OGWUMIKE,LAS,33,27.6,97.9,98.6,9.9,0.72,8.6,7.9,19.9,14.0,12.0,52.4,58.2,25.8,910.8000000000001
PENNY TAYLOR,PHO,33,23.6,107.0,92.0,21.0,1.79,23.0,2.2,10.9,7.0,12.9,54.2,61.0,20.3,778.8000000000001
PLENETTE PIERSON,NYL,33,17.4,93.1,91.3,12.2,0.83,12.7,5.5,12.2,9.0,15.4,45.5,55.2,20.3,574.1999999999999
RENEE MONTGOMERY,CON,33,16.2,92.1,99.6,27.4,1.77,22.5,0.8,3.9,2.2,12.7,45.7,49.0,21.4,534.6
SHEKINNA STRICKLEN,SEA,33,17.5,95.3,99.5,7.5,0.85,8.8,1.7,12.4,6.9,10.3,54.8,56.3,19.4,577.5
SUE BIRD,SEA,33,29.2,93.8,100.9,27.3,1.77,23.4,0.7,7.6,4.2,13.2,44.5,48.4,21.8,963.6
VICKI BAUGH,TUL,33,8.1,102.3,106.4,3.1,0.31,5.7,13.5,24.0,18.5,18.4,58.9,62.4,13.1,267.3
ANETE JEKABSONE-ZOGOTA,PHO,32,10.7,92.9,101.5,15.5,1.25,19.2,0.6,4.1,2.5,15.4,39.7,42.9,16.8,342.4
BECKY HAMMON,SAN,32,24.5,96.3,101.3,29.7,2.55,32.1,0.4,6.1,3.1,12.6,52.5,56.6,16.7,784.0
JESSICA BRELAND,CHI,32,26.5,95.5,96.2,12.9,0.87,13.6,7.7,17.4,12.8,15.6,46.1,49.1,20.3,848.0
KATIE DOUGLAS,CON,32,32.5,96.2,98.6,11.4,0.97,12.4,2.3,8.3,5.1,12.8,44.5,50.2,20.2,1040.0
NOELLE QUINN,SEA,32,15.1,90.1,95.8,17.1,2.39,22.3,3.2,15.3,9.2,9.3,41.3,46.2,14.8,483.2
SWIN CASH,NYL,32,12.3,86.8,91.0,14.7,0.94,16.9,3.5,11.1,7.4,17.9,31.0,37.2,18.1,393.6
ANGEL MCCOUGHTRY,ATL,31,31.3,99.5,93.5,20.8,0.97,14.3,5.3,11.3,8.3,14.7,45.1,51.0,29.2,970.3000000000001
BRIANN JANUARY,IND,31,29.1,98.1,97.6,24.3,1.63,23.3,1.4,4.6,3.0,14.3,45.0,50.8,19.3,902.1
CHINEY OGWUMIKE,CON,31,29.7,98.4,100.0,4.0,0.34,4.0,12.5,16.7,14.4,11.8,53.6,56.9,22.2,920.6999999999999
KAYLA PEDERSEN,CON,31,10.0,87.5,89.4,5.4,0.63,12.7,7.2,16.1,11.5,20.3,37.2,43.1,9.5,310.0
KELSEY GRIFFIN,CON,31,19.2,96.8,92.9,7.0,1.25,11.4,8.8,18.1,13.1,9.1,35.2,39.1,13.9,595.1999999999999
LINDSEY HARDING,LAS,31,22.7,94.7,97.9,21.6,2.18,26.3,2.0,6.5,4.2,12.1,34.5,39.0,17.2,703.6999999999999
LYNETTA KIZER,IND,31,9.1,93.2,96.7,1.5,0.08,1.3,10.3,17.5,13.8,15.8,43.1,45.0,24.5,282.09999999999997
SHAMEKA CHRISTON,SAN,31,10.9,97.1,101.1,3.1,0.75,4.8,2.6,10.2,6.1,6.3,47.2,49.7,15.7,337.90000000000003
CANDACE PARKER,LAS,30,33.2,100.8,97.1,23.1,1.64,17.4,3.2,19.7,11.7,10.6,48.9,55.0,27.5,996.0000000000001
DAMIRIS DANTAS,MIN,30,21.8,104.3,96.4,8.0,1.50,16.1,7.7,15.9,12.0,10.8,51.4,56.2,12.8,654.0
MAGGIE LUCAS,IND,30,10.4,100.5,97.5,10.9,1.82,14.1,1.0,8.2,4.4,7.7,43.1,49.1,17.4,312.0
SHENISE JOHNSON,SAN,30,17.9,98.8,99.9,13.4,1.34,16.5,5.8,14.4,9.9,12.3,44.7,48.8,18.2,537.0
ANGEL GOODRICH,TUL,29,6.3,90.4,104.6,21.1,1.15,32.4,1.5,4.4,2.9,28.2,50.0,51.6,11.3,182.7
JENNA O'HEA,SEA,29,13.4,91.8,102.7,14.4,1.25,17.0,4.0,7.2,5.5,13.6,56.0,57.7,17.3,388.6
LAYSHIA CLARENDON,IND,29,13.7,94.1,98.3,16.0,1.21,17.4,2.8,8.8,5.4,14.4,42.6,45.6,17.7,397.29999999999995
MARKEISHA GATLING,CHI,29,11.0,99.5,104.1,0.5,0.05,1.0,7.8,14.8,11.5,20.6,64.8,66.9,14.0,319.0
TANISHA WRIGHT,SEA,29,25.5,95.1,103.2,25.1,1.69,26.3,2.2,8.3,5.2,15.6,43.0,50.5,18.8,739.5
AVERY WARLEY-TALBERT,NYL,28,15.8,92.6,97.4,1.5,0.14,2.9,10.5,14.1,12.3,20.0,48.9,54.6,13.7,442.40000000000003
CELINE DUMERC,ATL,28,18.8,96.2,91.9,30.8,1.93,39.9,2.8,7.4,5.1,20.6,35.8,42.0,13.2,526.4
DEVEREAUX PETERS,MIN,28,18.0,97.5,98.1,15.0,1.60,23.0,6.8,13.7,10.5,14.4,44.3,46.8,14.5,504.0
KARA LAWSON,WAS,28,21.8,97.7,95.7,19.3,1.97,23.2,1.8,10.6,6.4,11.7,45.9,50.1,16.6,610.4
KRISTI TOLIVER,LAS,27,28.5,98.6,96.4,23.3,2.43,25.5,1.1,6.9,4.0,10.5,53.1,56.5,19.0,769.5
SHAY MURPHY,PHO,27,12.1,97.6,89.8,15.1,3.75,21.3,5.2,8.3,6.8,5.7,47.8,51.7,15.1,326.7
EPIPHANNY PRINCE,CHI,26,32.3,95.6,101.0,22.0,2.22,19.2,1.9,7.1,4.6,8.6,43.3,51.8,22.8,839.8
ESSENCE CARSON,NYL,26,14.0,86.9,90.0,11.4,0.88,14.9,2.5,9.0,5.8,16.9,38.9,41.7,16.2,364.0
NICOLE POWELL,SEA,26,13.0,93.0,97.1,3.6,0.64,7.7,3.9,11.8,7.8,12.1,35.5,38.4,11.9,338.0
ANGEL ROBINSON,SEA,25,7.1,90.1,95.0,6.9,0.37,10.0,7.3,17.0,12.1,27.1,57.5,60.8,16.1,177.5
KELLY FARIS,CON,25,7.7,94.6,93.8,7.3,1.29,17.0,3.0,12.0,7.4,13.2,30.3,37.4,9.6,192.5
TRICIA LISTON,MIN,25,7.2,87.9,108.7,7.7,2.67,13.6,1.8,13.7,8.0,5.1,55.6,56.7,12.7,180.0
MATEE AJAVON,ATL,24,9.2,88.0,103.9,12.1,0.73,15.1,4.3,3.7,4.0,20.8,28.7,38.9,16.7,220.79999999999998
MONICA WRIGHT,MIN,24,18.4,99.3,96.0,17.9,1.39,21.8,1.4,9.7,5.9,15.7,44.0,49.1,17.8,441.59999999999997
SEIMONE AUGUSTUS,MIN,24,31.2,105.2,98.0,13.5,1.49,12.9,1.9,9.7,6.0,8.6,52.9,55.6,23.8,748.8
SHANECE MCKINNEY,NYL,24,6.8,81.9,91.2,8.8,1.17,11.3,10.8,10.2,10.5,9.7,42.1,45.3,15.2,163.2
JIA PERKINS,SAN,23,22.6,101.0,97.6,14.3,1.73,11.9,2.1,8.5,5.2,6.9,52.3,55.5,24.2,519.8000000000001
SYDNEY CARTER,IND,23,12.1,85.4,93.5,21.1,0.91,19.4,2.1,5.7,3.9,21.3,31.3,39.0,20.2,278.3
ASIA TAYLOR,MIN,22,7.9,96.1,100.9,10.1,0.63,13.2,7.6,10.5,9.1,21.1,52.5,59.3,16.8,173.8
AMANDA THOMPSON,ATL,21,8.3,84.0,95.7,10.3,0.83,15.9,10.5,13.6,12.0,19.0,36.1,43.6,12.9,174.3
DELISHA MILTON-JONES,ATL,21,16.3,91.7,99.0,10.5,0.87,11.5,3.2,11.4,7.3,13.2,40.9,44.7,20.0,342.3
KRYSTAL THOMAS,IND,21,8.4,89.0,98.8,8.6,0.67,13.6,8.4,19.3,13.7,20.3,54.5,53.6,12.7,176.4
EWELINA KOBRYN,PHO,20,6.9,89.9,101.1,3.8,0.50,5.7,4.9,12.2,8.7,11.3,28.6,36.1,15.8,138.0
KALANA GREENE,WAS,20,3.9,82.1,83.8,2.6,0.00,5.6,0.0,13.9,7.4,0.0,40.0,44.7,9.8,78.0
SYLVIA FOWLES,CHI,20,29.8,94.3,95.9,3.8,0.19,3.8,8.1,24.2,16.8,19.7,54.6,60.3,21.6,596.0
THERESA PLAISANCE,TUL,19,4.7,102.2,104.7,8.2,1.67,16.7,6.5,11.7,8.8,10.0,20.0,27.6,11.7,89.3
DANIELLE MCCRAY,CON,18,11.5,90.2,94.2,10.4,0.56,13.9,4.0,8.1,6.0,24.8,25.0,28.2,17.6,207.0
CANDICE WIGGINS,LAS,17,14.0,89.4,93.6,11.2,1.60,21.1,3.0,5.7,4.2,13.2,25.0,27.9,10.8,238.0
CHARDE HOUSTON,NYL,17,8.4,96.5,98.9,11.2,0.67,12.2,5.3,9.3,7.4,18.3,46.1,49.4,22.9,142.8
COURTNEY VANDERSLOOT,CHI,17,26.5,101.9,99.3,34.8,2.17,37.0,1.9,6.7,4.4,17.0,44.0,48.2,17.2,450.5
FARHIYA ABDI,LAS,17,8.4,83.6,101.8,6.1,0.83,8.9,2.1,4.9,3.4,10.7,44.3,46.3,15.5,142.8
TIFFANY BIAS,PHO,17,4.0,93.7,126.0,16.2,0.50,15.4,0.0,5.4,2.4,30.8,44.4,43.6,20.6,68.0
ELENA DELLE DONNE,CHI,16,25.5,103.5,96.4,8.3,1.50,6.5,5.6,9.3,7.6,4.3,47.6,56.8,28.1,408.0
GENNIFER BRANDON,CHI,16,7.6,87.6,104.9,4.4,0.30,5.8,8.6,23.3,16.0,19.2,33.3,36.2,17.0,121.6
JELENA MILOVANOVIC,WAS,16,11.3,93.5,84.6,9.6,0.50,9.1,4.8,8.2,6.6,18.2,43.0,49.0,22.7,180.8
NADIA COLHADO,ATL,16,7.9,87.2,87.6,1.4,0.13,1.9,3.0,16.9,10.3,14.8,50.0,48.8,17.8,126.4
TAMIKA CATCHINGS,IND,16,26.8,101.3,96.8,15.1,0.91,10.0,5.1,20.5,12.7,11.0,48.0,54.3,29.4,428.8
CHUCKY JEFFERY,NYL,15,4.8,78.0,87.5,9.1,0.75,11.5,4.1,15.6,9.9,15.4,41.2,40.0,13.8,72.0
ALLISON HIGHTOWER,CON,14,23.9,95.4,98.0,10.1,1.54,13.7,2.7,7.1,4.7,8.9,42.3,47.5,16.2,334.59999999999997
LINDSEY MOORE,MIN,12,8.5,103.4,103.8,18.7,4.67,40.0,0.0,8.3,4.5,8.6,30.0,36.8,8.9,102.0
HEATHER BUTLER,SAN,11,3.5,77.3,115.8,13.6,0.60,15.8,2.9,6.1,4.5,26.3,16.7,27.9,18.8,38.5
NATASHA LACY,NYL,11,7.5,81.5,85.2,25.6,3.33,33.3,0.0,11.5,5.6,10.0,50.0,48.5,11.2,82.5
NIKKI GREENE,LAS,11,3.4,80.2,90.9,0.0,0.00,0.0,7.1,26.7,15.3,33.3,20.0,23.9,15.8,37.4
REBEKKAH BRUNSON,MIN,11,27.5,102.9,99.5,8.1,1.70,14.5,9.2,20.4,15.0,8.5,39.5,43.8,14.7,302.5
RIQUNA WILLIAMS,TUL,11,16.2,101.7,109.1,12.4,0.87,12.5,3.0,10.1,6.3,14.4,44.9,50.3,22.8,178.2
KELLEY CAIN,CON,9,5.0,80.0,108.2,4.2,0.33,4.5,9.8,15.6,12.5,13.6,25.0,31.0,18.3,45.0
ASTOU NDOUR-FALL,SAN,8,4.4,101.4,102.8,0.0,0.00,0.0,8.7,16.1,11.7,13.6,44.7,44.7,24.4,35.2
EBONY HOFFMAN,CON,8,8.5,89.9,97.7,10.0,0.67,14.3,8.6,11.9,10.2,21.4,33.3,33.3,15.9,68.0
TONI YOUNG,NYL,8,4.8,89.7,81.8,4.5,0.00,7.7,2.7,13.2,8.0,0.0,30.0,36.9,13.6,38.4
TIFFANY JACKSON,TUL,7,10.1,90.2,98.6,2.5,0.25,4.5,4.2,14.9,9.4,18.2,40.0,44.7,13.5,70.7
BRIANA BUTLER,CON,6,5.9,87.3,97.1,0.0,0.00,0.0,0.0,15.2,6.4,25.0,16.7,16.7,9.0,35.400000000000006
NADIRAH MCKENITH,MIN,6,4.0,71.4,80.9,12.5,1.00,14.3,0.0,13.8,7.3,14.3,25.0,41.0,10.5,24.0
WALTIEA ROLLE,SEA,6,11.1,94.4,81.3,5.0,1.00,13.3,9.4,27.5,18.3,13.3,70.0,73.5,9.4,66.6
TAYLER HILL,WAS,5,7.8,87.7,97.3,10.5,0.00,12.5,0.0,2.8,1.3,0.0,11.5,18.0,16.3,39.0
DARXIA MORRIS,LAS,4,7.8,96.4,85.2,15.0,1.50,16.7,5.7,3.7,4.8,11.1,23.1,23.1,21.4,31.2
KARA BRAXTON,NYL,4,7.8,100.0,71.0,13.0,0.75,18.8,4.8,8.3,7.0,25.0,50.0,56.3,19.7,31.2
AARYN ELLENBERG,CHI,2,0.5,0.0,100.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
DAVELLYN WHYTE,SAN,2,4.9,66.7,110.5,20.0,1.00,20.0,0.0,0.0,0.0,20.0,0.0,0.0,16.7,9.8
INGA OREKHOVA,ATL,2,6.9,84.4,62.5,0.0,0.00,0.0,0.0,7.1,3.2,0.0,0.0,0.0,13.2,13.8
JASMINE HASSELL,IND,2,10.3,59.5,80.0,16.7,0.50,12.5,0.0,0.0,0.0,25.0,60.0,60.0,15.2,20.6
SAMANTHA PRAHALIS,LAS,2,10.6,75.0,104.9,0.0,0.00,0.0,0.0,16.7,8.3,20.0,50.0,50.0,11.4,21.2
